CURSO,GENERO,TIPO,CAMPUS,GPA,IGS
2011-2012,Femenino,Publica,HUMACAO,3.85,307
2009-2010,Masculino,Privada,CAROLINA,2.92,255
2012-2013,Femenino,Privada,HUMACAO,3.97,341
2010-2011,Femenino,Publica,RUM,3.75,335
2012-2013,Femenino,Publica,CAROLINA,4,281
2012-2013,Femenino,Privada,HUMACAO,3.52,273
2012-2013,Masculino,Publica,ARECIBO,3.97,331
2009-2010,Femenino,Privada,RIOPIEDRAS,4,335
2011-2012,Masculino,Privada,RUM,3.59,290
2010-2011,Masculino,Publica,AGUADILLA,2.85,239
2011-2012,Femenino,Publica,UTUADO,3,225
2010-2011,Femenino,Publica,HUMACAO,3.77,324
2013-2014,Masculino,Publica,HUMACAO,3.9,285
2013-2014,Femenino,Privada,PONCE,4,343
2009-2010,Femenino,Privada,RIOPIEDRAS,4,313
2009-2010,Femenino,Publica,CAYEY,3.3,300
2011-2012,Femenino,Privada,CAROLINA,3.15,257
2013-2014,Femenino,Publica,RIOPIEDRAS,4,323
2013-2014,Masculino,Publica,RUM,3.36,300
2009-2010,Femenino,Privada,RIOPIEDRAS,3.73,281
2011-2012,Masculino,Publica,HUMACAO,4,337
2012-2013,Femenino,Privada,RIOPIEDRAS,3.93,362
2013-2014,Masculino,Publica,HUMACAO,3.48,278
2010-2011,Femenino,Privada,RUM,3.57,279
2011-2012,Femenino,Publica,RUM,4,346
2011-2012,Masculino,Publica,CAROLINA,3.87,304
2009-2010,Masculino,Privada,CAYEY,3.08,271
2009-2010,Masculino,Publica,HUMACAO,3.03,262
2012-2013,Femenino,Publica,CAYEY,3.67,305
2010-2011,Femenino,Privada,CAROLINA,3.65,305
2013-2014,Femenino,Privada,RUM,3.72,323
2009-2010,Masculino,Publica,RIOPIEDRAS,4,338
2013-2014,Femenino,Privada,AGUADILLA,3.72,323
2013-2014,Masculino,Privada,AGUADILLA,2.78,258
2011-2012,Masculino,Publica,PONCE,3.09,259
2013-2014,Femenino,Privada,PONCE,3.78,285
2009-2010,Femenino,Privada,RIOPIEDRAS,3.49,323
2013-2014,Masculino,Publica,CAROLINA,3.21,292
2012-2013,Masculino,Publica,RUM,3.66,344
2013-2014,Masculino,Publica,RUM,3.23,307
2010-2011,Masculino,Publica,BAYAMON,3.79,288
2010-2011,Masculino,Publica,RUM,4,361
2009-2010,Femenino,Publica,AGUADILLA,3.65,286
2009-2010,Masculino,Publica,RIOPIEDRAS,3.07,253
2011-2012,Masculino,Publica,RUM,3.86,355
2011-2012,Femenino,Privada,BAYAMON,3.35,268
2009-2010,Masculino,Privada,RUM,3.81,357
2012-2013,Masculino,Publica,CAYEY,3.79,309
2009-2010,Femenino,Publica,RIOPIEDRAS,3.79,336
2010-2011,Masculino,Privada,RIOPIEDRAS,3.66,302
2013-2014,Femenino,Publica,HUMACAO,3.61,270
2010-2011,Masculino,Publica,BAYAMON,3.88,304
2012-2013,Masculino,Privada,RIOPIEDRAS,3.77,315
2011-2012,Masculino,Publica,CAYEY,3,258
2011-2012,Femenino,Privada,RUM,3.96,336
2010-2011,Femenino,Publica,BAYAMON,3.71,268
2013-2014,Masculino,Privada,CAROLINA,3.35,293
2011-2012,Femenino,Publica,PONCE,3.82,294
2012-2013,Masculino,Privada,HUMACAO,3.89,320
2013-2014,Femenino,Privada,PONCE,2.92,266
2009-2010,Masculino,Publica,CAROLINA,3.31,250
2011-2012,Femenino,Publica,PONCE,3.79,280
2010-2011,Femenino,Privada,ARECIBO,3.57,305
2013-2014,Femenino,Publica,UTUADO,3.78,286
2013-2014,Femenino,Publica,RUM,3.94,350
2011-2012,Femenino,Publica,CAROLINA,3.03,267
2013-2014,Masculino,Publica,RUM,4,316
2013-2014,Masculino,Publica,RUM,3.7,344
2009-2010,Femenino,Privada,RUM,3.98,317
2010-2011,Femenino,Publica,CAROLINA,3.79,284
2009-2010,Femenino,Privada,RUM,3.37,300
2009-2010,Femenino,Privada,RUM,3.98,317
2009-2010,Masculino,Publica,CAYEY,3.8,334
2013-2014,Femenino,Privada,CAYEY,3.69,316
2012-2013,Femenino,Privada,ARECIBO,3.97,308
2011-2012,Femenino,Publica,RIOPIEDRAS,3.79,318
2009-2010,Masculino,Publica,RIOPIEDRAS,3.57,292
2010-2011,Femenino,Publica,ARECIBO,3.79,284
2011-2012,Femenino,Privada,RUM,3.66,352
2011-2012,Femenino,Publica,CAYEY,3.82,316
2009-2010,Masculino,Privada,RIOPIEDRAS,3.51,319
2013-2014,Femenino,Privada,RUM,3.69,316
2011-2012,Masculino,Publica,CAYEY,3.88,274
2012-2013,Masculino,Privada,PONCE,3.55,262
2010-2011,Femenino,Publica,RIOPIEDRAS,3.97,361
2013-2014,Masculino,Homeschooling,BAYAMON,2.98,271
2011-2012,Femenino,Publica,ARECIBO,3.8,306
2010-2011,Femenino,Privada,RUM,3.14,247
2013-2014,Masculino,Privada,PONCE,2.96,267
2012-2013,Masculino,Publica,ARECIBO,3.44,322
2009-2010,Femenino,Privada,RIOPIEDRAS,3.97,368
2010-2011,Femenino,Privada,RUM,3.43,265
2013-2014,Masculino,Privada,PONCE,3.85,333
2009-2010,Femenino,Publica,UTUADO,3.47,218
2012-2013,Masculino,Privada,UTUADO,3.13,229
2013-2014,Femenino,Publica,HUMACAO,3.97,315
2011-2012,Femenino,Privada,RUM,3.65,298
2011-2012,Masculino,Privada,BAYAMON,3.52,314
2012-2013,Masculino,Privada,HUMACAO,3.91,317
2010-2011,Femenino,Publica,CAYEY,3.76,306
2011-2012,Masculino,Privada,UTUADO,3.12,226
2011-2012,Masculino,Privada,RUM,4,354
2009-2010,Femenino,Privada,RUM,3.68,302
2009-2010,Femenino,Publica,PONCE,3.55,263
2010-2011,Femenino,Publica,CAROLINA,4,312
2010-2011,Femenino,Privada,RUM,4,372
2012-2013,Femenino,Privada,BAYAMON,3.84,284
2013-2014,Masculino,Publica,CAYEY,3.93,329
2010-2011,Masculino,Publica,RUM,3.69,304
2013-2014,Masculino,Privada,RUM,3.69,323
2011-2012,Femenino,Publica,CAYEY,3.84,283
2011-2012,Masculino,Privada,RIOPIEDRAS,3.94,318
2012-2013,Masculino,Privada,RUM,3.62,348
2009-2010,Femenino,Privada,CAYEY,3.97,350
2009-2010,Femenino,Privada,RIOPIEDRAS,3.54,286
2009-2010,Femenino,Privada,BAYAMON,3.54,286
2011-2012,Femenino,Privada,CAYEY,3.5,325
2013-2014,Masculino,Privada,RIOPIEDRAS,4,349
2009-2010,Masculino,Privada,UTUADO,2.45,230
2013-2014,Masculino,Publica,CAROLINA,2.98,239
2010-2011,Femenino,Privada,CAROLINA,3.55,265
2009-2010,Femenino,Publica,UTUADO,3.53,275
2012-2013,Femenino,Publica,CAROLINA,3.73,300
2010-2011,Masculino,Publica,HUMACAO,3.94,314
2010-2011,Femenino,Privada,CAROLINA,3.37,294
2013-2014,Femenino,Publica,HUMACAO,3.67,275
2010-2011,Femenino,Privada,RUM,3.52,303
2010-2011,Masculino,Privada,BAYAMON,3.14,250
2009-2010,Masculino,Publica,BAYAMON,4,352
2010-2011,Masculino,Publica,CAYEY,3.64,302
2012-2013,Masculino,Publica,HUMACAO,4,317
2009-2010,Femenino,Publica,PONCE,3.48,273
2011-2012,Femenino,Publica,HUMACAO,4,325
2009-2010,Masculino,Privada,RUM,3.63,302
2013-2014,Femenino,Publica,CAYEY,4,343
2011-2012,Femenino,Publica,CAYEY,3.11,265
2010-2011,Femenino,Publica,RIOPIEDRAS,3.94,307
2009-2010,Masculino,Publica,UTUADO,3.13,224
2011-2012,Femenino,Publica,CAYEY,3.88,289
2011-2012,Femenino,Privada,RIOPIEDRAS,3.72,313
2011-2012,Masculino,Publica,BAYAMON,3.92,324
2011-2012,Femenino,Privada,PONCE,3.94,347
2011-2012,Masculino,Publica,BAYAMON,3.97,337
2009-2010,Femenino,Privada,CAROLINA,3.21,250
2009-2010,Femenino,Publica,HUMACAO,3.93,316
2013-2014,Masculino,Publica,CAYEY,3.24,279
2012-2013,Masculino,Publica,CAYEY,4,267
2012-2013,Femenino,Publica,RIOPIEDRAS,3.93,343
2011-2012,Masculino,Privada,BAYAMON,3.32,319
2010-2011,Masculino,Privada,BAYAMON,3.77,287
2012-2013,Masculino,Privada,RUM,3.43,298
2010-2011,Femenino,Publica,BAYAMON,3.89,318
2011-2012,Femenino,Publica,HUMACAO,4,293
2013-2014,Masculino,Publica,RUM,3.93,312
2010-2011,Masculino,Publica,CAYEY,3.85,277
2012-2013,Femenino,Privada,BAYAMON,3.4,306
2013-2014,Femenino,Privada,RIOPIEDRAS,3.51,328
2010-2011,Femenino,Publica,RIOPIEDRAS,4,331
2011-2012,Femenino,Privada,RIOPIEDRAS,3.98,349
2010-2011,Masculino,Publica,HUMACAO,3.85,277
2010-2011,Femenino,Publica,CAYEY,4,319
2010-2011,Masculino,Publica,UTUADO,3.16,238
2012-2013,Femenino,Publica,ARECIBO,4,341
2012-2013,Femenino,Privada,RIOPIEDRAS,3.76,327
2013-2014,Femenino,Publica,RUM,4,360
2010-2011,Femenino,Publica,HUMACAO,4,319
2009-2010,Femenino,Publica,BAYAMON,3.68,262
2013-2014,Masculino,Privada,RIOPIEDRAS,4,360
2009-2010,Femenino,Publica,UTUADO,3.55,235
2009-2010,Femenino,Publica,HUMACAO,3.63,290
2010-2011,Masculino,Privada,RUM,3.22,325
2009-2010,Masculino,Publica,HUMACAO,3.35,279
2010-2011,Femenino,Privada,CAYEY,4,353
2009-2010,Femenino,Publica,ARECIBO,4,335
2013-2014,Masculino,Privada,ARECIBO,2.83,255
2010-2011,Masculino,Publica,RUM,2.64,269
2010-2011,Femenino,Publica,BAYAMON,3.82,321
2011-2012,Masculino,Publica,HUMACAO,3.42,270
2012-2013,Masculino,Privada,BAYAMON,2.41,242
2009-2010,Femenino,Publica,CAROLINA,3.68,262
2010-2011,Femenino,Publica,UTUADO,2.8,230
2012-2013,Masculino,Publica,PONCE,3.91,295
2013-2014,Masculino,Publica,CAYEY,3.38,236
2009-2010,Masculino,Privada,RUM,2.56,261
2010-2011,Masculino,Privada,RIOPIEDRAS,3.94,319
2009-2010,Masculino,Privada,BAYAMON,2.97,315
2012-2013,Masculino,Privada,HUMACAO,2.86,264
2009-2010,Masculino,Privada,RIOPIEDRAS,4,380
2013-2014,Femenino,Privada,RIOPIEDRAS,3.7,329
2009-2010,Masculino,Privada,RUM,4,356
2009-2010,Masculino,Privada,RUM,3.56,317
2009-2010,Femenino,Privada,RIOPIEDRAS,3.47,328
2009-2010,Masculino,Publica,RUM,3.89,334
2012-2013,Femenino,Publica,RUM,3.57,279
2010-2011,Femenino,Publica,ARECIBO,4,298
2013-2014,Femenino,Privada,CAYEY,3.4,301
2009-2010,Masculino,Privada,RIOPIEDRAS,4,349
2010-2011,Masculino,Privada,BAYAMON,3.2,302
2009-2010,Masculino,Publica,RUM,4,327
2013-2014,Masculino,Publica,RUM,3.3,307
2010-2011,Masculino,Publica,RUM,2.67,281
2009-2010,Masculino,Privada,UTUADO,2.91,236
2009-2010,Masculino,Privada,BAYAMON,3.15,294
2009-2010,Masculino,Privada,RIOPIEDRAS,3.14,290
2010-2011,Masculino,Privada,RIOPIEDRAS,2.91,285
2009-2010,Masculino,Privada,RIOPIEDRAS,4,356
2013-2014,Masculino,Privada,RIOPIEDRAS,4,340
2012-2013,Masculino,Privada,HUMACAO,3.71,289
2009-2010,Femenino,Privada,BAYAMON,3.95,328
2011-2012,Femenino,Privada,RUM,3.61,349
2011-2012,Masculino,Privada,RIOPIEDRAS,4,309
2010-2011,Femenino,Privada,CAYEY,3.32,295
2010-2011,Masculino,Privada,RIOPIEDRAS,3.54,317
2011-2012,Femenino,Publica,ARECIBO,3.63,279
2013-2014,Femenino,Privada,RUM,3.96,269
2010-2011,Femenino,Privada,RIOPIEDRAS,3.67,300
2012-2013,Masculino,Privada,RUM,2.89,294
2012-2013,Femenino,Privada,BAYAMON,3.45,339
2009-2010,Masculino,Publica,ARECIBO,3.67,284
2009-2010,Masculino,Publica,HUMACAO,4,314
2009-2010,Masculino,Publica,UTUADO,2.55,248
2010-2011,Femenino,Privada,BAYAMON,3.03,273
2009-2010,Masculino,Publica,HUMACAO,3.96,310
2012-2013,Femenino,Privada,RIOPIEDRAS,3.45,339
2011-2012,Femenino,Publica,CAROLINA,3.72,248
2011-2012,Femenino,Publica,HUMACAO,3.94,320
2012-2013,Femenino,Privada,RIOPIEDRAS,3.45,339
2012-2013,Masculino,Privada,RUM,3.85,358
2009-2010,Masculino,Privada,RUM,3.07,303
2012-2013,Masculino,Privada,RUM,3.48,341
2012-2013,Masculino,Privada,RUM,3.48,341
2010-2011,Masculino,Publica,UTUADO,2.47,246
2009-2010,Femenino,Publica,RIOPIEDRAS,3.97,322
2012-2013,Masculino,Publica,HUMACAO,3.18,263
2011-2012,Masculino,Privada,HUMACAO,3.26,275
2013-2014,Femenino,Publica,HUMACAO,4,304
2013-2014,Masculino,Publica,CAYEY,3.26,296
2010-2011,Femenino,Publica,CAYEY,2.96,283
2012-2013,Femenino,Privada,CAROLINA,4,330
2013-2014,Masculino,Publica,HUMACAO,3.24,269
2013-2014,Femenino,Privada,ARECIBO,3.68,296
2011-2012,Femenino,Privada,RIOPIEDRAS,3.89,293
2011-2012,Femenino,Privada,CAROLINA,3.64,272
2010-2011,Masculino,Publica,HUMACAO,3.64,290
2013-2014,Femenino,Publica,CAROLINA,3.83,298
2010-2011,Femenino,Privada,HUMACAO,3.01,272
2012-2013,Femenino,Publica,RIOPIEDRAS,3.17,293
2009-2010,Femenino,Publica,UTUADO,3.39,263
2010-2011,Femenino,Publica,HUMACAO,3.82,283
2009-2010,Masculino,Privada,RUM,3,257
2011-2012,Masculino,Privada,HUMACAO,3.58,290
2011-2012,Femenino,Publica,BAYAMON,3.94,312
2009-2010,Masculino,Publica,UTUADO,2.48,209
2009-2010,Femenino,Publica,CAYEY,3.68,285
2009-2010,Femenino,Privada,RIOPIEDRAS,4,317
2013-2014,Femenino,Publica,BAYAMON,3.73,295
2012-2013,Femenino,Publica,HUMACAO,4,350
2009-2010,Femenino,Publica,CAYEY,3.68,285
2012-2013,Femenino,Publica,BAYAMON,3.76,311
2009-2010,Masculino,Publica,HUMACAO,3.04,279
2012-2013,Femenino,Privada,CAYEY,3.79,326
2013-2014,Femenino,Publica,CAYEY,3.52,265
2009-2010,Femenino,Publica,RIOPIEDRAS,3.43,259
2012-2013,Masculino,Privada,CAYEY,3.88,316
2009-2010,Masculino,Publica,BAYAMON,3.65,272
2010-2011,Femenino,Publica,CAYEY,3.9,273
2009-2010,Femenino,Publica,CAROLINA,3.43,259
2012-2013,Masculino,Privada,RUM,3.72,345
2010-2011,Masculino,Privada,RUM,2.92,284
2012-2013,Masculino,Publica,RUM,3.9,328
2010-2011,Femenino,Privada,BAYAMON,3.14,253
2010-2011,Masculino,Privada,PONCE,3.79,333
2011-2012,Masculino,Privada,RUM,3.77,317
2009-2010,Femenino,Publica,PONCE,3.97,284
2010-2011,Femenino,Publica,CAYEY,3.91,317
2012-2013,Masculino,Privada,RUM,3.72,345
2012-2013,Femenino,Privada,AGUADILLA,3.9,333
2011-2012,Femenino,Publica,BAYAMON,3,267
2013-2014,Femenino,Privada,CAROLINA,,262
2012-2013,Masculino,Privada,RUM,3.43,304
2012-2013,Masculino,Publica,RUM,3.9,328
2013-2014,Masculino,Privada,BAYAMON,3.66,305
2013-2014,Femenino,Privada,RUM,3.95,300
2011-2012,Femenino,Privada,HUMACAO,2.82,270
2009-2010,Masculino,Privada,RUM,3.22,288
2009-2010,Femenino,Publica,RIOPIEDRAS,3.57,291
2013-2014,Femenino,Privada,RUM,3.95,300
2013-2014,Femenino,Publica,HUMACAO,3.38,262
2013-2014,Femenino,Privada,RIOPIEDRAS,3.3,308
2012-2013,Masculino,Privada,ARECIBO,4,374
2010-2011,Masculino,Privada,RIOPIEDRAS,3.79,336
2011-2012,Femenino,Publica,HUMACAO,4,316
2012-2013,Femenino,Publica,RIOPIEDRAS,4,312
2010-2011,Femenino,Privada,RUM,3.28,326
2012-2013,Femenino,Privada,CAYEY,3.84,304
2013-2014,Femenino,Privada,RIOPIEDRAS,3.93,325
2013-2014,Masculino,Privada,RUM,3.61,327
2013-2014,Masculino,Privada,BAYAMON,3.36,311
2011-2012,Masculino,Privada,CAROLINA,2.67,252
2010-2011,Masculino,Privada,UTUADO,2.67,252
2013-2014,Femenino,Privada,UTUADO,2.76,196
2010-2011,Femenino,Privada,CAROLINA,2.98,242
2009-2010,Femenino,Privada,CAROLINA,3.55,353
2010-2011,Masculino,Privada,BAYAMON,3.14,293
2013-2014,Masculino,Privada,RIOPIEDRAS,3.6,344
2013-2014,Masculino,Publica,HUMACAO,3.27,271
2011-2012,Femenino,Privada,UTUADO,2.66,215
2011-2012,Femenino,Publica,UTUADO,3.14,236
2012-2013,Femenino,Privada,RIOPIEDRAS,4,325
2013-2014,Femenino,Privada,CAROLINA,3.32,283
2009-2010,Masculino,Publica,CAYEY,3.42,276
2010-2011,Masculino,Privada,CAROLINA,3.59,309
2013-2014,Masculino,Privada,BAYAMON,2.77,266
2011-2012,Femenino,Privada,BAYAMON,3.57,323
2011-2012,Masculino,Privada,RUM,3.75,356
2009-2010,Masculino,Privada,ARECIBO,3.62,298
2010-2011,Femenino,Privada,RIOPIEDRAS,3.75,349
2010-2011,Femenino,Publica,CAROLINA,3.18,271
2013-2014,Masculino,Publica,RUM,3.82,310
2010-2011,Femenino,Privada,RUM,2.8,288
2009-2010,Femenino,Privada,RUM,3.4,279
2009-2010,Masculino,Publica,RIOPIEDRAS,3.37,333
2012-2013,Femenino,Publica,ARECIBO,3.88,310
2009-2010,Masculino,Privada,RUM,3.32,292
2009-2010,Femenino,Publica,CAROLINA,3.77,309
2011-2012,Masculino,Privada,PONCE,2.48,268
2012-2013,Masculino,Privada,PONCE,2.86,260
2013-2014,Masculino,Privada,RIOPIEDRAS,3.25,312
2010-2011,Femenino,Privada,CAROLINA,3.68,265
2011-2012,Femenino,Privada,RIOPIEDRAS,4,353
2013-2014,Femenino,Privada,RIOPIEDRAS,3.84,358
2009-2010,Masculino,Publica,PONCE,3.27,275
2009-2010,Femenino,Privada,RIOPIEDRAS,3.8,342
2011-2012,Femenino,Privada,RIOPIEDRAS,3.57,323
2012-2013,Masculino,Publica,PONCE,3.63,304
2010-2011,Femenino,Privada,RIOPIEDRAS,4,357
2009-2010,Masculino,Privada,RIOPIEDRAS,3.47,329
2013-2014,Femenino,Publica,RUM,3.96,354
2009-2010,Masculino,Privada,AGUADILLA,2.72,259
2013-2014,Femenino,Publica,PONCE,3.67,282
2009-2010,Femenino,Publica,RUM,3.87,339
2010-2011,Femenino,Privada,RUM,2.78,269
2013-2014,Femenino,Publica,PONCE,3.71,305
2013-2014,Masculino,Publica,CAROLINA,3.27,265
2013-2014,Femenino,Privada,RIOPIEDRAS,3.68,286
2011-2012,Femenino,Privada,RUM,3.57,323
2011-2012,Femenino,Privada,RIOPIEDRAS,2.7,296
2009-2010,Masculino,Publica,RUM,3.77,255
2009-2010,Femenino,Privada,CAROLINA,3.8,279
2012-2013,Femenino,Publica,PONCE,3.49,262
2013-2014,Masculino,Privada,PONCE,3.55,304
2012-2013,Masculino,Privada,PONCE,3.85,321
2010-2011,Masculino,Publica,UTUADO,3.06,232
2010-2011,Femenino,Privada,CAROLINA,3.33,273
2012-2013,Masculino,Privada,RIOPIEDRAS,4,358
2010-2011,Femenino,Privada,RUM,3.57,319
2013-2014,Masculino,Privada,RUM,3.08,304
2013-2014,Femenino,Privada,RIOPIEDRAS,3.83,321
2013-2014,Femenino,Privada,RIOPIEDRAS,4,350
2012-2013,Masculino,Publica,PONCE,3.77,325
2010-2011,Masculino,Estados Unidos,RIOPIEDRAS,2.94,236
2013-2014,Femenino,Publica,RIOPIEDRAS,3.97,322
2010-2011,Masculino,Privada,RIOPIEDRAS,2.76,282
2012-2013,Femenino,Privada,RUM,2.8,267
2013-2014,Masculino,Privada,PONCE,3.55,304
2012-2013,Femenino,Publica,CAYEY,3.81,316
2009-2010,Femenino,Publica,CAYEY,3.76,290
2012-2013,Femenino,Publica,CAYEY,4,273
2013-2014,Masculino,Publica,HUMACAO,3.57,312
2009-2010,Masculino,Publica,PONCE,3.3,259
2012-2013,Masculino,Privada,RIOPIEDRAS,3.74,302
2011-2012,Femenino,Privada,CAYEY,3.36,283
2009-2010,Femenino,Publica,CAYEY,4,335
2013-2014,Femenino,Publica,HUMACAO,3.58,292
2012-2013,Femenino,Publica,RIOPIEDRAS,3.52,285
2012-2013,Masculino,Privada,RIOPIEDRAS,3.92,356
2013-2014,Femenino,Publica,PONCE,3.5,290
2011-2012,Masculino,Privada,UTUADO,2.52,205
2013-2014,Femenino,Publica,RIOPIEDRAS,3.68,295
2009-2010,Masculino,Publica,HUMACAO,4,368
2012-2013,Femenino,Privada,CAROLINA,3.17,255
2011-2012,Femenino,Publica,RUM,4,340
2010-2011,Masculino,Privada,PONCE,3.55,265
2012-2013,Femenino,Privada,BAYAMON,3.94,321
2013-2014,Femenino,Publica,PONCE,3.5,290
2010-2011,Femenino,Publica,CAYEY,3.79,343
2009-2010,Femenino,Publica,HUMACAO,3.83,278
2009-2010,Masculino,Publica,CAROLINA,2.87,246
2009-2010,Masculino,Publica,UTUADO,2.65,219
2010-2011,Femenino,Publica,RUM,3.09,261
2012-2013,Femenino,Publica,CAROLINA,2.97,213
2012-2013,Masculino,Publica,BAYAMON,3.78,312
2012-2013,Femenino,Publica,CAYEY,4,325
2009-2010,Femenino,Publica,CAYEY,3.92,356
2012-2013,Femenino,Publica,UTUADO,2.69,225
2009-2010,Masculino,Privada,RIOPIEDRAS,3.5,333
2010-2011,Femenino,Publica,CAYEY,3.97,318
2011-2012,Masculino,Privada,RUM,3.78,329
2009-2010,Femenino,Publica,RUM,4,294
2009-2010,Femenino,Publica,CAYEY,3.18,277
2012-2013,Masculino,Publica,BAYAMON,3.66,267
2010-2011,Masculino,Publica,BAYAMON,3.39,269
2011-2012,Masculino,Privada,PONCE,3.84,312
2013-2014,Femenino,Publica,PONCE,3.71,310
2012-2013,Femenino,Privada,RIOPIEDRAS,3.98,335
2009-2010,Femenino,Publica,HUMACAO,3.94,298
2013-2014,Femenino,Estados Unidos,RIOPIEDRAS,3.22,289
2013-2014,Femenino,Publica,HUMACAO,3.7,248
2013-2014,Masculino,Privada,RUM,4,354
2010-2011,Femenino,Publica,RIOPIEDRAS,3.79,309
2012-2013,Masculino,Publica,RUM,3.42,319
2010-2011,Femenino,Privada,RIOPIEDRAS,3.8,333
2009-2010,Femenino,Publica,CAROLINA,3.8,241
2011-2012,Masculino,Privada,RIOPIEDRAS,2.13,205
2009-2010,Femenino,Publica,AGUADILLA,2.54,230
2011-2012,Masculino,Privada,UTUADO,2.13,205
2011-2012,Femenino,Publica,HUMACAO,4,316
2012-2013,Masculino,Privada,RIOPIEDRAS,4,345
2011-2012,Femenino,Publica,CAROLINA,3.45,241
2013-2014,Masculino,Privada,CAROLINA,3.31,304
2010-2011,Femenino,Publica,PONCE,3.91,290
2013-2014,Femenino,Privada,RIOPIEDRAS,3.7,339
2012-2013,Femenino,Publica,ARECIBO,4,368
2009-2010,Femenino,Publica,ARECIBO,3.94,259
2009-2010,Femenino,Publica,RUM,3.77,350
2010-2011,Femenino,Privada,RIOPIEDRAS,3.43,334
2011-2012,Femenino,Publica,ARECIBO,3.18,270
2013-2014,Masculino,Publica,RIOPIEDRAS,4,296
2013-2014,Masculino,Publica,RIOPIEDRAS,4,314
2010-2011,Femenino,Privada,RUM,3.89,338
2010-2011,Masculino,Privada,RUM,3.12,303
2013-2014,Femenino,Privada,ARECIBO,3.96,335
2009-2010,Masculino,Publica,RUM,4,381
2011-2012,Masculino,Privada,HUMACAO,2.89,286
2009-2010,Masculino,Publica,HUMACAO,3.2,288
2012-2013,Masculino,Privada,CAYEY,3.57,315
2010-2011,Femenino,Privada,RIOPIEDRAS,3.89,338
2009-2010,Femenino,Publica,PONCE,3.72,277
2010-2011,Masculino,Privada,RUM,3.66,283
2009-2010,Femenino,Publica,UTUADO,3.38,231
2012-2013,Masculino,Publica,UTUADO,3.06,221
2013-2014,Masculino,Privada,PONCE,3.43,283
2010-2011,Masculino,Privada,RUM,3.33,305
2011-2012,Femenino,Publica,RIOPIEDRAS,4,304
2009-2010,Masculino,Privada,ARECIBO,3.9,329
2013-2014,Masculino,Privada,CAROLINA,3.46,268
2011-2012,Femenino,Publica,PONCE,3.55,312
2009-2010,Masculino,Privada,CAROLINA,3.58,288
2011-2012,Femenino,Publica,CAYEY,4,317
2010-2011,Femenino,Privada,RIOPIEDRAS,3.56,304
2009-2010,Masculino,Privada,RUM,3.5,314
2011-2012,Femenino,Publica,UTUADO,2.58,214
2010-2011,Masculino,Publica,UTUADO,3.38,280
2012-2013,Femenino,Publica,CAYEY,4,324
2013-2014,Femenino,Privada,BAYAMON,3.68,310
2011-2012,Femenino,Publica,RIOPIEDRAS,3.91,324
2012-2013,Femenino,Publica,ARECIBO,3.58,283
2011-2012,Femenino,Publica,CAROLINA,3.79,293
2013-2014,Masculino,Publica,RIOPIEDRAS,4,338
2010-2011,Femenino,Privada,RUM,2.96,273
2010-2011,Femenino,Privada,RIOPIEDRAS,3.63,321
2009-2010,Femenino,Publica,CAYEY,4,325
2010-2011,Femenino,Publica,BAYAMON,3.94,320
2013-2014,Masculino,Privada,AGUADILLA,4,309
2009-2010,Masculino,Publica,CAROLINA,3.75,290
2010-2011,Femenino,Privada,RIOPIEDRAS,3.44,299
2010-2011,Femenino,Privada,RUM,3.68,327
2009-2010,Femenino,Publica,RIOPIEDRAS,4,286
2011-2012,Masculino,Publica,CAROLINA,3.62,276
2012-2013,Femenino,Privada,PONCE,3.4,272
2013-2014,Masculino,Publica,CAYEY,2.32,265
2013-2014,Femenino,Privada,RIOPIEDRAS,3.91,304
2010-2011,Masculino,Privada,RIOPIEDRAS,3.7,327
2012-2013,Masculino,Publica,ARECIBO,3.72,271
2011-2012,Femenino,Publica,ARECIBO,4,325
2011-2012,Masculino,Publica,PONCE,3.38,306
2013-2014,Masculino,Publica,UTUADO,2.5,177
2010-2011,Masculino,Privada,RUM,3.9,352
2011-2012,Masculino,Publica,BAYAMON,3.91,301
2010-2011,Masculino,Privada,RUM,3.7,327
2011-2012,Femenino,Publica,ARECIBO,4,325
2010-2011,Masculino,Privada,RUM,2.94,278
2009-2010,Femenino,Privada,RIOPIEDRAS,3.86,314
2013-2014,Femenino,Publica,HUMACAO,4,325
2009-2010,Femenino,Privada,RIOPIEDRAS,3.17,286
2013-2014,Masculino,Privada,CAROLINA,2.7,286
2011-2012,Masculino,Publica,PONCE,3.38,306
2011-2012,Masculino,Publica,UTUADO,3.91,301
2011-2012,Femenino,Publica,ARECIBO,3.29,290
2013-2014,Masculino,Publica,CAROLINA,3.52,290
2011-2012,Masculino,Privada,RIOPIEDRAS,4,365
2011-2012,Femenino,Publica,RIOPIEDRAS,3.66,315
2009-2010,Femenino,Privada,CAYEY,3.52,310
2012-2013,Femenino,Privada,RIOPIEDRAS,3.5,305
2009-2010,Femenino,Privada,RUM,3.97,344
2012-2013,Masculino,Privada,RIOPIEDRAS,3.72,335
2010-2011,Masculino,Publica,CAROLINA,3.88,298
2013-2014,Femenino,Privada,BAYAMON,3.62,273
2013-2014,Femenino,Privada,RIOPIEDRAS,3.64,317
2010-2011,Femenino,Publica,BAYAMON,3.29,256
2011-2012,Masculino,Publica,PONCE,3.73,308
2012-2013,Femenino,Publica,BAYAMON,3.74,263
2010-2011,Masculino,Publica,HUMACAO,3.58,261
2011-2012,Masculino,Privada,BAYAMON,3.03,233
2011-2012,Femenino,Privada,UTUADO,3.26,216
